employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills,sector
EMPW8VMRT,30,Male,Conducteur de chariot élévateur ( cariste) / conducteur de nacelle,Health,2,66601,"Adaptability, Time Management, Communication, Teamwork, Problem Solving",Ventes
EMP0U37I4,40,Male,CONTROLEUR DE GESTION,Business,0,30020,"Problem Solving, Teamwork, Time Management",Ingénierie
EMPZL0STU,58,Male,Enseignant(e) de Physique,Customer,10,52676,"Time Management, Problem Solving, Communication, Adaptability",Juridique
EMPWQN6TS,22,Female,Vulcanisateur,Health,2,42442,"Adaptability, Time Management, Problem Solving, Communication",Santé
EMPHTX0BU,37,Female,Ingénieur Mécanique,Product,2,29243,"Time Management, Teamwork, Adaptability, Communication",Finance
EMPNMRO27,57,Female,Leader Developer,Logistics,6,55158,"Network Security, Python, SQL, DevOps, UX/UI, C++",Juridique
EMPFQ919E,26,Female,Ingénieur exploitation de la station d’épuration -STEP-,Research,9,73853,"DevOps, SQL, C++, Network Security",Juridique
EMP4WI216,25,Male,Architecte Assistant,Technical,3,62136,"Python, Docker, SQL",Admin
EMPAJ9IV8,28,Female,Telecome coordinator,&,3,53502,"Problem Solving, Teamwork, Communication, Adaptability",Informatique
EMPZUQFTE,30,Female,Cadre financier,Risk,7,62194,"Problem Solving, Adaptability, Time Management, Teamwork, Communication",RH
EMP4UXA3J,38,Female,ASSISTANT (E) RH,Assurance,2,54082,"Customer Service, Data Entry, Document Control, Scheduling, Office Management",Juridique
EMPRMPBWA,49,Male,Apprenti (e) en Ressources Humaines,Safety,2,65602,"UX/UI, Network Security, Cloud Computing, Python, C++",Informatique
EMP7OFOZT,42,Male,Community Manager,Logistics,1,60504,"Python, Kubernetes, DevOps, Docker, Cloud Computing",RH
EMP9HKU05,26,Male,Contrôleur de  Gestion,Risk,1,68071,"Teamwork, Time Management, Communication, Problem Solving, Adaptability",Ventes
EMP0NRNLN,41,Male,SCM Specialist,Business,5,58513,"Problem Solving, Teamwork, Communication",Juridique
EMPUPNJVL,47,Male,Chargé  des Ventes  produits Eléctroménager,&,0,53112,"Java, C++, SQL, Kubernetes, Docker",Juridique
EMP21P9AT,32,Female,operateur machine plasma cnc,Affairs,2,71210,"Problem Solving, Adaptability, Time Management, Communication, Teamwork",Finance
EMPZ7G0GR,33,Male,Chargé des Opérations,Logistics,2,49723,"Problem Solving, Time Management, Teamwork, Communication, Adaptability",RH
EMPNT5R6Y,36,Male,Ingénieur Electricité études et suivi des projets,Affairs,13,66639,"Python, Docker, Cloud Computing, Network Security, UX/UI",Informatique
EMPSTU4NX,49,Male,Délégué Hospitalier / PS Product specialist,Science,1,72774,"Network Security, SQL, C++",RH
EMPJBQ1OY,54,Male,Chargé(e) de Préparation et Suivi des Commandes,Corporate,3,72585,"Prototyping, Adobe Photoshop, Sketch, Illustrator, UX Research",Finance
EMPYZT2FD,24,Male,Comptable (H/F) – Croissant-Rouge Algérien,Product,8,58535,"Time Management, Adaptability, Teamwork, Problem Solving",Marketing
EMP8WXUA4,40,Male,Directeur Achats Filiale,Science,13,87210,"Communication, Problem Solving, Teamwork, Adaptability, Time Management",Ingénierie
EMPUAWLMJ,29,Female,Superviseur Commercial,Design,7,70140,"Adaptability, Communication, Problem Solving, Teamwork, Time Management",Informatique
EMPZ7V4E3,35,Female,Chef de partie -Cantine-,&,2,47924,"Adaptability, Time Management, Teamwork, Problem Solving, Communication",Ventes
EMPA0SHIR,38,Female,Visiteur pharmaceutique (Sidi Bel-Abbès - Saïda),Logistics,2,54636,"DevOps, SQL, Network Security",Marketing
EMPKSH7QF,43,Male,Vendeur/euse en Pharmacie,Research,3,74907,"Patient Care, Pharmacovigilance, HIPAA Compliance, Medical Terminology, Clinical Trials",Ingénierie
EMPYVR29T,53,Female,Commercial Showroom (Point de vente),Administration,4,72598,"Teamwork, Problem Solving, Communication, Time Management",Marketing
EMPQXI71S,43,Male,Cadre Comptable,Design,0,51440,"Time Management, Teamwork, Problem Solving, Adaptability",Ingénierie
EMPK09LGI,45,Female,Community Sales Manager (Alger),Business,3,72972,"Kubernetes, SQL, Cloud Computing, Python, C++",Marketing
EMPQVJRPM,57,Male,Ingénieur Agronome Arboriculture,Strategy,8,76568,"Time Management, Problem Solving, Communication, Teamwork, Adaptability",Juridique
EMPACYTIZ,40,Male,Chargé de Veille Media,Training,2,51847,"Teamwork, Adaptability, Problem Solving, Communication, Time Management",Santé
EMP2FKSZQ,43,Female,Mécanicien industriel,Science,4,65473,"Teamwork, Communication, Adaptability, Time Management, Problem Solving",RH
EMP6P0G43,57,Female,Assistant(e) Dentaire,Research,3,52025,"Scheduling, Office Management, Customer Service",Informatique
EMP4XBQSW,52,Male,Caissier (H/F),Public,0,66913,"Time Management, Problem Solving, Adaptability, Teamwork",Finance
EMPKZOAXN,42,Female,Cadre Commercial Export,Development,1,79737,"Communication, Problem Solving, Time Management, Adaptability, Teamwork",RH
EMPA9JQB6,34,Male,Chargé des Finances,Procurement,7,73683,"Accounting, Forecasting, Financial Analysis, Investment Strategies, Budgeting, SAP",Admin
EMPKKD97Y,32,Male,Technico-Commercial (HORECA),Assurance,2,46310,"Problem Solving, Teamwork, Time Management, Adaptability, Communication",Finance
EMP7SBCQL,54,Female,Chargé d'approvisionnement,Logistics,3,55112,"UX/UI, C++, Docker",Finance
EMPIZ9R18,59,Male,Acheteur Assistant,Quality,6,57806,"Data Entry, Document Control, Office Management, Scheduling",Ventes
EMPOE8KIY,45,Female,Brand and Social Media Manager (H/F),Data,5,53038,"Social Media, Email Marketing, Brand Management, Google Analytics, SEO",Ingénierie
EMPA563Q0,28,Female,conducteur machine de production boite métalliques ,Compliance,5,70290,"Cloud Computing, Kubernetes, Python",Admin
EMPZJDYJC,52,Female,Agent HSE,Data,6,74959,"Communication, Problem Solving, Adaptability, Time Management, Teamwork",Ventes
EMPJIC7AC,53,Female,Commercial(e),Design,7,55284,"Communication, Adaptability, Problem Solving, Teamwork",Informatique
EMP6HSFD5,41,Female,Chargé des Achats Internationnaux Sénior,IT,5,60586,"Illustrator, Adobe Photoshop, Sketch, Typography",Ingénierie
EMPXH706J,41,Female,Technicien Laboratoire,Assurance,0,73625,"Adaptability, Time Management, Problem Solving, Teamwork, Communication",Marketing
EMP04IAT7,26,Female,Responsable Commercial,Quality,4,28719,"Time Management, Teamwork, Adaptability",Ventes
EMPIHV98I,60,Male,GESTIONNAIRE DE STOCK ET LOGISTIQUE,Quality,5,31070,"Adaptability, Communication, Problem Solving",Santé
EMPR6MU6W,26,Female,Key Account Manager,Compliance,4,90456,"Problem Solving, Teamwork, Adaptability, Communication, Time Management",Finance
EMPCZGDHW,47,Female,Chargé de Caisse et Expédition,Technical,1,62421,"Docker, Python, Cloud Computing, Kubernetes, Java",Ventes
EMPGLDUHG,56,Female,Chargé de la Sécurité Logique,Research,4,49930,"Java, Python, Docker, Network Security, Cloud Computing",Finance
EMPBARVTI,48,Male,Spécialiste Ressources Humaines,Data,7,54371,"Adaptability, Problem Solving, Communication",Admin
EMP2X9715,22,Female,Responsable Expérience Client,Training,1,82043,"Teamwork, Communication, Adaptability, Time Management, Problem Solving",Santé
EMPIYQFIW,44,Female,opérateur SMT,Science,4,60020,"Communication, Adaptability, Teamwork",Finance
EMPYRUPDO,55,Male,Directeur Général,Data,14,73208,"Teamwork, Adaptability, Communication, Problem Solving, Time Management",Informatique
EMPW3VBMD,34,Male,Souscripteur Dommage,Customer,1,72432,"Time Management, Communication, Adaptability",Logistique
EMPPSHM36,28,Male,Graphiste,Business,1,60834,"Communication, Teamwork, Problem Solving, Adaptability",Logistique
EMPK5CEYQ,28,Male,Directeur Commercial,Research,8,66124,"Problem Solving, Communication, Teamwork, Time Management",Admin
EMPENU758,38,Female,Comptable (Comptabilité Générale),Development,3,77624,"Cloud Computing, DevOps, Java, Docker, UX/UI",Admin
EMP05AFH4,49,Female,Chargé (e)  de la gestion  paie et du temps de travail,Public,0,62693,"Adaptability, Teamwork, Time Management, Communication, Problem Solving",Juridique
EMPM5XZR4,35,Male,Ingénieur Génie Civil (études Logements),Investor,7,68522,"Adaptability, Communication, Time Management, Problem Solving, Teamwork",Santé
EMP3XSJ6U,42,Male,Téléconseillers(ères) / télévendeurs (euses),Customer,4,81940,"Communication, Teamwork, Problem Solving, Adaptability, Time Management",Ventes
EMPA83J4E,40,Female,Agent d'entretien,Procurement,5,60635,"Adaptability, Problem Solving, Teamwork, Communication",Finance
EMPEUMOUF,34,Female,Stock Keeper,Risk,1,78334,"Problem Solving, Adaptability, Teamwork, Communication",Informatique
EMP64E1ON,44,Male,Agent polyvalent,Safety,4,61134,"Communication, Time Management, Adaptability, Teamwork",Ventes
EMPYV75OV,24,Male,Développeurs programmes,Business,7,77080,"Communication, Problem Solving, Adaptability, Time Management",Informatique
EMPC5AIS8,51,Male,Agent Vacataire (H-F),Research,3,55495,"Time Management, Teamwork, Communication, Problem Solving, Adaptability",Ventes
EMPSO274A,54,Male,IBDA Graduate Program Human Resources,Support,0,66203,"Payroll, Training & Development, Onboarding, Recruitment",Informatique
EMPOMZ8X6,22,Male,Gestionnaire logistique,Product,3,39891,"Problem Solving, Adaptability, Communication, Teamwork, Time Management",Ventes
EMPB0E36S,30,Female,Chef de Base,Administration,1,58037,"Time Management, Teamwork, Problem Solving, Adaptability, Communication",Informatique
EMPQQYV3U,45,Male,Graphic Designer,Assurance,7,76684,"Figma, Typography, Illustrator, Color Theory",Marketing
EMPK7EV4E,47,Female,Chargé conformité Magasin,&,2,81596,"Docker, Network Security, SQL, C++",Marketing
EMPJCRZB8,44,Female,Cloud Advisory Manager,Safety,10,66170,"SQL, Network Security, Cloud Computing",Marketing
EMPGNVH0A,57,Male,ASSISTANT(E) DE DIRECTION,Safety,2,62609,"Document Control, Customer Service, Office Management, Scheduling",Ingénierie
EMP0B4U4L,58,Female,Responsable Travaux Plomberie - BECHAR,Data,1,67267,"Sketch, Typography, Illustrator, Figma, Color Theory, UX Research",Admin
EMPN46JQD,48,Female,Chef de Projet Marketing et communication digital,Technical,14,77008,"C++, Python, Docker",Juridique
EMPMHBMNX,31,Male,DIRECTEUR DES VENTES INDIRECTES,Investor,9,86489,"Adaptability, Time Management, Communication, Problem Solving, Teamwork",Informatique
EMP5OO46I,26,Male,,Support,1,27108,"Problem Solving, Teamwork, Adaptability, Communication, Time Management",Admin
EMPSNIHKT,40,Female,Chargé de la Sécurité Logique,Science,2,73172,"Network Security, UX/UI, Java, C++, Docker, Cloud Computing",Admin
EMPGL8I4Y,47,Female,Assistante commerciale,Risk,3,29636,"Scheduling, Office Management, Customer Service, Document Control, Data Entry",Marketing
EMPP5FOV7,38,Male,Pré vendeur,Support,4,56273,"Teamwork, Problem Solving, Communication, Adaptability, Time Management",RH
EMP0RPMD1,34,Male,Agent de stock pharmaceutique,Health,4,57664,"Medical Terminology, Clinical Trials, HIPAA Compliance, Pharmacovigilance, Patient Care",Juridique
EMPH3HWEA,41,Female,Mécanicien d'engins hautement qualifiés,Administration,16,66820,"Problem Solving, Communication, Adaptability, Teamwork, Time Management",Finance
EMPLYT8V7,28,Male,GRAPHIC DESIGNER,Relations,1,58207,"Illustrator, Typography, UX Research, Sketch, Prototyping",Santé
EMPPT894I,38,Male,Brand Specialist,Science,1,63553,"SEO, Social Media, Google Analytics, Campaign Planning, Content Strategy",Marketing
EMP452N94,52,Female,"Téléopérateur, Téléopératrice",Science,10,49868,"Time Management, Problem Solving, Communication",Ingénierie
EMPLJEXTR,50,Male,Ingénieur d’affaires,Training,1,84027,"Teamwork, Time Management, Problem Solving",Admin
EMPXCC518,36,Female,Architect technico-commercial,Development,1,69939,"Cloud Computing, Python, C++, Network Security, Kubernetes, SQL",RH
EMP25ICPQ,55,Male,Ingénieur Sécurité des Systèmes d'Information,Success,7,57071,"UX/UI, Docker, C++, Python",RH
EMPIVZODU,57,Male,assistant(e) commercial(e),Logistics,2,31136,"Office Management, Document Control, Data Entry, Customer Service",Informatique
EMPXD7TSN,57,Female,AREA SALES MANAGER,Customer,8,34485,"Time Management, Communication, Teamwork, Problem Solving, Adaptability",Logistique
EMPXKFV4I,57,Male,Responsable Gestion des stocks*,IT,7,75887,"Time Management, Problem Solving, Teamwork",Logistique
EMPU16C7F,26,Male,Ingénieur de Développement Systèmes Embarqués & Applications Mobiles (H/F),Success,0,66790,"SQL, Network Security, UX/UI, DevOps, Cloud Computing, Python",Admin
EMPJRKLD2,40,Female,Ingénieur en Electricité CFA,Corporate,5,55410,"SQL, DevOps, Python, C++",Logistique
EMPRVF44C,25,Male,Responsable Gestion de stock pharmaceutique,Support,1,55365,"Pharmacovigilance, Medical Terminology, HIPAA Compliance, Clinical Trials, Patient Care",RH
EMPK1QHW6,28,Male,project manager,Public,13,81671,"Time Management, Communication, Problem Solving, Adaptability, Teamwork",Informatique
EMPC28REJ,49,Female,Project Control Manager,Investor,9,71681,"Teamwork, Problem Solving, Time Management, Adaptability, Communication",Marketing
EMPZGUWW7,46,Female,Ingénieur matériel-Oil and Gas,Design,5,83146,"Problem Solving, Teamwork, Time Management, Adaptability, Communication",Admin
EMPKLOWUM,55,Male,"Ingénieur en Automatisme, Instrumentation",Management,5,68456,"Teamwork, Communication, Adaptability",Juridique
EMPP7CY71,22,Male,Spécialiste Indemnisation Junior,Product,3,66669,"Adaptability, Communication, Problem Solving, Time Management, Teamwork",Juridique
EMPDDZLKM,37,Female,Architect technico-commercial,Public,2,76725,"UX/UI, Python, DevOps, Network Security, Java, Cloud Computing",Finance
EMP8C1U19,52,Male,Manager export,Corporate,4,61843,"Teamwork, Time Management, Adaptability, Problem Solving",Finance
EMP2QIQNS,55,Male,Développeur,Technical,6,67485,"Adaptability, Problem Solving, Time Management",Santé
EMPKQ9SQH,23,Female,Délégué commercial et pharmaceutique - Adrar,Quality,4,54300,"Patient Care, Pharmacovigilance, HIPAA Compliance, Clinical Trials, Medical Terminology",Santé
EMPA72ENQ,43,Female,Caissier,Relations,2,67616,"Problem Solving, Teamwork, Adaptability, Communication",RH
EMPQXEGRM,23,Male,Commercial(e),Compliance,2,56225,"Communication, Teamwork, Time Management, Problem Solving",RH
EMP3Z0IDG,29,Female,Directeur d'Unité,Corporate,11,75722,"C++, SQL, Kubernetes, Cloud Computing",Informatique
EMPXBCH8C,37,Female,Chargé des Opérations,Business,1,60732,"Communication, Time Management, Teamwork",Marketing
EMPSGK83H,37,Female,Ingénieur contrôle qualité des adjuvants en béton,IT,1,54465,"Docker, DevOps, Cloud Computing, Python, Java",Ingénierie
EMPOIZ2ST,31,Female,Responsable Achats et Approvisionnement,Public,7,78417,"Network Security, UX/UI, SQL",Juridique
EMPZMZIJN,26,Male,Commercial Régional EST,Investor,6,56126,"Problem Solving, Adaptability, Teamwork, Communication",Informatique
EMP7HR7FV,49,Male,KAM EST,Compliance,4,37871,"Time Management, Communication, Adaptability, Teamwork, Problem Solving",Logistique
EMPOEQUNK,23,Female,,Product,1,25687,"Time Management, Problem Solving, Teamwork, Adaptability",Admin
EMPTAHA02,48,Male,Agents Visa Alger,Administration,3,27535,"Problem Solving, Adaptability, Teamwork, Communication, Time Management",Admin
EMPF9F4FU,36,Female,Un(e) Ingénieur responsable SAV (Service Après-Vente) biomédical,Product,3,61155,"Communication, Problem Solving, Time Management, Teamwork",Ingénierie
EMPKEIKE1,54,Male,Manager Actuariat,Science,3,76223,"Time Management, Teamwork, Adaptability, Problem Solving, Communication",Finance
EMPGKU9Z4,22,Female,Analyste Conformité de la Sécurité Informatique et la Cyber Sécurité,Logistics,1,65467,"Kubernetes, UX/UI, Java",Juridique
EMPMVEY75,54,Female,DEVELOPPEUR RESEAU VENTES (Centre d’Algérie),Public,6,52391,"Network Security, Kubernetes, Cloud Computing, C++, UX/UI",Informatique
EMP0LHLG5,52,Male,Chef de Parc,Assurance,5,54680,"Problem Solving, Time Management, Adaptability, Communication, Teamwork",Finance
EMPXQACXG,52,Male,Chef de Département Contrats & Marchés,Success,10,59548,"Adaptability, Time Management, Communication",Admin
EMP4BL37H,38,Male,Ingénieur Programmation & Développement,Design,3,55078,"Teamwork, Communication, Time Management, Problem Solving, Adaptability",RH
EMPZIRUPO,32,Female,PHP Full-Stack Developer,Corporate,0,60616,"Kubernetes, UX/UI, Cloud Computing, DevOps",Ingénierie
EMPUB91PR,31,Female,Stock Keeper,Technical,5,75794,"Teamwork, Problem Solving, Time Management, Adaptability, Communication",Santé
EMP1RMQXR,31,Female,Responsable HSE,Technical,2,63598,"Problem Solving, Adaptability, Teamwork, Communication, Time Management",Juridique
EMP7YM2CD,53,Female,Métré-Vérificateur,Development,3,69139,"Adaptability, Time Management, Communication, Teamwork",Marketing
EMPJC96UE,31,Female,Internal Control IT Professional,Support,4,61597,"UX/UI, Docker, Python, Java",Admin
EMPQQAP54,45,Female,Kitchen Sous Chef - sous chef de cuisine,Investor,1,59203,"Network Security, DevOps, Kubernetes, Docker, C++, Java",Santé
EMP55XWPC,38,Female,Cadre Financier,Compliance,1,55587,"Adaptability, Problem Solving, Communication, Teamwork, Time Management",Ingénierie
EMPP2VJZJ,32,Male,Community Sales Manager (Alger),Safety,6,59333,"Network Security, Java, SQL",Informatique
EMPTD438A,31,Male,Commercial (produits pharmaceutiques),Customer,4,53792,"UX/UI, Network Security, Kubernetes",Ventes
EMPV5X2XW,58,Male,Manager Statistiques,Science,11,78219,"Communication, Problem Solving, Adaptability, Teamwork",Ingénierie
EMPJDSWDQ,56,Female,Apprentis,&,0,57993,"UX/UI, C++, Python, Docker, Kubernetes",Ingénierie
EMPOO5HAU,39,Female,Ingénieur Dévelopeur Java/JEE Full Stack,Data,5,78537,"Teamwork, Communication, Time Management, Problem Solving, Adaptability",Marketing
EMPM60A3Z,25,Male,Superviseur de Production,Success,6,58650,"Time Management, Communication, Adaptability, Problem Solving, Teamwork",Admin
EMPH3PND0,39,Male,"Pharmacien chargé de la promotion médicale, pharmacovigilance et exportation",Management,3,59134,"Pharmacovigilance, Patient Care, Clinical Trials, Medical Terminology, HIPAA Compliance",Ingénierie
EMPDI7N1F,32,Female,Secrétaire,Strategy,2,57902,"Time Management, Communication, Adaptability, Teamwork, Problem Solving",Admin
EMP8W3XC9,34,Female,Sales B2B,Research,7,74785,"Communication, Problem Solving, Teamwork, Adaptability, Time Management",Ventes
EMPM21EE1,50,Female,Product Manager,&,2,59116,"Time Management, Problem Solving, Adaptability",Logistique
EMP3T75JQ,49,Male,Contract & Vendor Responsible,Research,10,74954,"Communication, Adaptability, Time Management, Teamwork, Problem Solving",Marketing
EMPMOE0O3,30,Female,Responsable Sécurité,Health,2,36943,"C++, SQL, Network Security",Admin
EMPG0K4RF,29,Female,Responsable pédagogique adjoint (Primaire),&,5,62512,"Teamwork, Time Management, Adaptability",Marketing
EMPBJ3H8Q,29,Female,Commercial Itinérant,Relations,0,72975,"Docker, C++, SQL, Java, Network Security, UX/UI",Admin
EMPP8OCXL,50,Male,Assistant des  Moyens Généraux,Science,5,55658,"Prototyping, Color Theory, Sketch, Figma, UX Research",Marketing
EMPLAF72K,43,Female,Assistant(e) Administratif,IT,4,60406,"Scheduling, Data Entry, Office Management, Document Control, Customer Service",Santé
EMPIPUW82,58,Male,Technicien SAV,Health,0,55804,"Adaptability, Communication, Problem Solving, Teamwork",Juridique
EMPJRGCI1,44,Male,CADRE COMPTABLE,Quality,4,77406,"Teamwork, Problem Solving, Adaptability",Informatique
EMP6ZJ28R,25,Female,Agent Polyvalent,Investor,2,54619,"Adaptability, Teamwork, Time Management, Problem Solving, Communication",Logistique
EMPWYKH0U,49,Female,Responsable Maintenance,Administration,8,61845,"Time Management, Adaptability, Teamwork, Problem Solving, Communication",Ventes
EMP0WTXJY,58,Male,AGENT POLYVALENT,Technical,0,59600,"Adaptability, Communication, Teamwork, Problem Solving, Time Management",Informatique
EMPGSUV7Q,31,Female,Réceptionniste ,Administration,1,68064,"Communication, Teamwork, Adaptability",Ventes
EMPWPUHMJ,25,Female,Chargé évènementiel,Assurance,6,75877,"Communication, Time Management, Problem Solving",Ventes
EMPDV69ZW,46,Female,Superviseur des Ventes,Corporate,2,64942,"Teamwork, Adaptability, Time Management, Communication, Problem Solving",Admin
EMPNV6TJT,38,Female,Sales Supervisor Ghardaïa,Training,7,58505,"Communication, Teamwork, Problem Solving",Ventes
EMPZQFPJX,46,Female,Directeur du Matériel,Assurance,7,82958,"Communication, Time Management, Problem Solving, Teamwork, Adaptability",Ingénierie
EMP4K8B74,57,Male,Conseiller Clientèle de Particuliers / Agence Ghardaia,&,3,78435,"Adaptability, Teamwork, Time Management",Marketing
EMPRO65PN,42,Male,Brand Manager,Affairs,10,70763,"Email Marketing, Content Strategy, SEO, Google Analytics, Brand Management",Ventes
EMP6TW4N2,31,Female,Responsable maintenance Méthodes,Training,10,81675,"Communication, Problem Solving, Adaptability, Time Management, Teamwork",Informatique
EMPC4Y112,37,Male,AGENT COMMERCIAL,Data,2,28938,"Communication, Adaptability, Teamwork, Time Management",Admin
EMPT5CP1Q,47,Female,Digital marketing - Community manager,Investor,3,67937,"Kubernetes, Java, Python",Juridique
EMPWDIGSA,65,Male,Archaeologist,Training,34,273293,"Problem Solving, Teamwork, Communication, Time Management, Adaptability",Finance
EMPSAAHTY,34,Male,Gestionnaire de stock,Administration,1,72556,"Problem Solving, Communication, Time Management, Teamwork, Adaptability",Admin
EMPH67CF7,56,Female,Chargée Marketing,Health,1,52738,"Content Strategy, SEO, Email Marketing, Social Media",Admin
EMPV93UWL,46,Male,Opérateur Postal /متعامل بريدي,Quality,2,58244,"Problem Solving, Time Management, Teamwork, Adaptability, Communication",Santé
EMPH5WNNU,41,Male,Commercial expérimenté,Customer,3,57963,"Teamwork, Time Management, Problem Solving, Adaptability, Communication",RH
EMPSB74CS,50,Male,Chef de Compte Secteur (Délégué Commercial),Assurance,1,52012,"Time Management, Teamwork, Adaptability",Marketing
EMPMIC5DJ,53,Male,Juriste Senior,Business,12,68811,"Regulatory Affairs, Legal Research, Litigation Support",Juridique
EMP6DMMQ6,51,Male,CHAUFFEUR,Success,3,67977,"Teamwork, Adaptability, Problem Solving, Communication",Finance
EMPBLI2PX,44,Female,"Directeur Administratif, Financier et Comptable (DAFC)",Success,8,74166,"Data Entry, Document Control, Office Management, Scheduling, Customer Service",Ingénierie
EMP6285H7,31,Female,Responsable comptabilité,Product,2,65664,"Python, Cloud Computing, DevOps, Java, SQL, C++",Finance
EMPO7JQJK,23,Female,Agent polyvalent cafétéria,Support,4,48821,"Communication, Teamwork, Time Management, Adaptability",Marketing
EMPF2T0QJ,52,Female,Un Régional Sales Manager (Est),Management,6,71139,"Adaptability, Communication, Problem Solving, Time Management, Teamwork",Ventes
EMP2JAAH5,56,Male,AGENT DE POSE (HABILLAGE VEHICULE),Business,7,63164,"Communication, Time Management, Adaptability, Teamwork, Problem Solving",Informatique
EMPPXEBU9,28,Male,Ingénieur en bureau d'étude,Health,3,65930,"Problem Solving, Adaptability, Communication, Teamwork, Time Management",RH
EMPMRV8O2,35,Female,Architecte,Science,4,63678,"SQL, Docker, C++",Ventes
EMP4JOM3O,31,Male,Comptable,Success,4,65940,"Problem Solving, Time Management, Communication, Adaptability, Teamwork",Informatique
EMPN9E7KS,32,Male,Architecte,Support,6,59417,"Kubernetes, DevOps, UX/UI",Juridique
EMPN79B1H,49,Female,Blender Product Designer,Customer,7,62527,"Color Theory, Illustrator, Figma, UX Research, Typography",Marketing
EMPF7CERT,33,Male,Apprenti (e) en Ressources Humaines,Product,2,46507,"UX/UI, Network Security, DevOps, Cloud Computing",RH
EMP16BOGC,26,Male,Ingénieur Topographe,Success,7,55083,"Adaptability, Teamwork, Problem Solving, Time Management, Communication",Santé
EMPRAKN2I,35,Female,Comptable Expérimenté,Public,6,79423,"Problem Solving, Communication, Time Management, Adaptability, Teamwork",Finance
EMPJTL9XB,28,Male,Chef de Département Finance,Customer,12,96694,"Accounting, Budgeting, Financial Analysis, Forecasting",Admin
EMP209V3O,55,Male,Chef de Service Gestion du Risque,Research,3,55656,"Adaptability, Time Management, Communication",Ingénierie
EMPPP8VXV,38,Female,Responsable Management Qualité,Customer,3,63822,"Cloud Computing, Kubernetes, UX/UI, DevOps",Logistique
EMP1AMID9,35,Female,Chargé commerce international,Strategy,3,55337,"Communication, Problem Solving, Teamwork, Adaptability, Time Management",Santé
EMPPEFQ44,49,Male,Secrétaire,Data,4,72755,"Communication, Time Management, Problem Solving",Ingénierie
EMP7H9H45,33,Male,Ingénieur Support SI,Risk,5,55057,"Problem Solving, Adaptability, Communication, Teamwork, Time Management",Ventes
EMPTIAB2S,30,Female,CUISINIER,Product,3,67746,"Illustrator, Color Theory, Sketch, UX Research, Prototyping",Ingénierie
EMPJSNEEN,57,Male,Secrétaire Bureautique,Safety,3,58968,"Adaptability, Communication, Problem Solving, Time Management",Informatique
EMP3KPB6L,55,Female,Commercial Itinérant,Quality,3,60687,"UX/UI, SQL, Docker, Kubernetes",Juridique
EMPNFZW9P,36,Male,Comptable,Technical,5,55390,"Time Management, Teamwork, Problem Solving, Adaptability",Admin
EMPL31557,35,Female,Administrateur Achats,Business,7,70141,"Data Entry, Office Management, Customer Service, Scheduling, Document Control",Informatique
EMPZWDLZ5,46,Male,,Investor,2,30285,"Adaptability, Time Management, Communication",Juridique
EMPULIP37,50,Female,Chargé de la comptabilité et ADM,Customer,7,57336,"SQL, Java, DevOps, Docker, C++",Santé
EMPTU7NH3,58,Female,Agent Commercial Polyvalent (H-F) Agence Bordj Bouariridj,Risk,1,30003,"Time Management, Adaptability, Teamwork",Informatique
EMPGWD0YY,26,Male,Chauffeur Navette,&,12,60407,"Teamwork, Problem Solving, Time Management, Communication, Adaptability",Marketing
EMP2Y7GAS,31,Male,Responsable Moyens Généraux,Success,5,66624,"Sketch, Typography, Color Theory, Adobe Photoshop, Illustrator, Figma",Informatique
EMPEGJ7XQ,38,Male,Commercial Sédentaire,Procurement,11,54112,"Time Management, Problem Solving, Communication, Teamwork, Adaptability",Ingénierie
EMPJQ3NTM,60,Male,Recruteur,Data,3,28306,"Communication, Time Management, Teamwork, Adaptability, Problem Solving",Finance
EMPDAFE7Q,42,Female,Comptable,Public,4,70838,"Teamwork, Adaptability, Communication, Time Management",Admin
EMPCSQ4FP,35,Male,Délégue commercial,Administration,0,52800,"Time Management, Adaptability, Teamwork, Communication, Problem Solving",Santé
EMPQNWKW2,59,Male,Assistant(e) juridique,Management,3,59184,"Document Control, Data Entry, Office Management, Customer Service, Scheduling",Juridique
EMPA843PR,47,Male,Ingénieur technique,IT,3,77877,"Teamwork, Time Management, Communication, Problem Solving, Adaptability",Marketing
EMPD3UWA5,46,Female,Responsable Achat,IT,4,60828,"Communication, Problem Solving, Teamwork",Ingénierie
EMP5QT8BZ,26,Male,correspondant,&,2,67372,"Time Management, Problem Solving, Teamwork, Communication, Adaptability",Santé
EMPNEYDGR,44,Male,Commercial Terrain,Administration,2,58952,"Time Management, Problem Solving, Teamwork",RH
EMP1PEUGX,37,Female,Agent commercial,Strategy,0,71630,"Adaptability, Problem Solving, Teamwork, Time Management, Communication",Marketing
EMPIPWOSX,31,Male,Commercial,Risk,5,65620,"Time Management, Teamwork, Adaptability, Problem Solving, Communication",RH
EMPYCGAC3,43,Female,Manipulatrice en Radiologie,Design,16,35747,"Communication, Time Management, Adaptability, Teamwork, Problem Solving",RH
EMPE8SQP1,36,Female,Analyste IT,Corporate,4,68965,"Network Security, Kubernetes, C++, DevOps, Java, Cloud Computing",Ingénierie
EMPBZ97J4,27,Female,Chargé des Finances,Customer,6,78749,"Audit, Financial Analysis, Risk Management",Logistique
EMPNAHK4Z,46,Female,Zookeeper,Quality,14,633224,"Teamwork, Time Management, Communication, Problem Solving, Adaptability",Juridique
